snapshot_id,year,week,stress,age,gender,shipley_vocab,shipley_abs,openness,conscientiousness,extraversion,agreeableness,neuroticism,pos_affect,neg_affect,stai_trait,psqi,education_level,status_sm,created_date_sm,valence_sm,recency_sm,LifeEventType_sm,Anticipation_sm,Intimacy_sm,Scope_sm,significance_sm,UpdatedBeginDate_sr,UpdatedEndDate_sr,valence_sr,status_sr,recency_sr,significance_sr,LifeEventType_sr,Anticipation_sr,Intimacy_sr,Scope_sr
9233950727806111817,2018,24,1.6666666666666667,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,25,1.4,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,26,2.25,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,27,2.0,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,28,1.3333333333333333,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,29,1.25,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,30,1.5,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,31,2.0,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,32,1.5,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,33,1.6,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,34,2.3333333333333335,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9233950727806111817,2018,35,2.0,39.0,Female,37.0,16.0,3.583333333,3.916666667,4.333333333,4.333333333,1.666666667,36.0,18.0,29.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,8,2.5,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,9,2.2,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,10,1.8571428571428572,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,11,2.2,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,12,2.142857142857143,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,13,2.1666666666666665,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,14,2.0,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,15,2.142857142857143,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,16,2.0,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9244814779225792210,2018,17,2.2,31.0,Male,33.0,19.0,4.0,2.833333333,3.333333333,3.333333333,2.333333333,35.0,17.0,39.0,5.0,College,,,,,,,,,,,,,,,,,,,
9251084965720942673,2018,30,2.5,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,,,,,,,,,,
9251084965720942673,2018,31,2.5714285714285716,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,32,2.6666666666666665,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,33,3.0,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-15,2019-04-10,-1.0,Ongoing,500.0,0.0,Work,Unanticipated,2.0,3.0
9251084965720942673,2018,33,3.0,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,34,2.7142857142857144,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-15,2019-04-10,-1.0,Ongoing,500.0,0.0,Work,Unanticipated,2.0,3.0
9251084965720942673,2018,34,2.7142857142857144,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,35,2.7142857142857144,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-15,2019-04-10,-1.0,Ongoing,500.0,0.0,Work,Unanticipated,2.0,3.0
9251084965720942673,2018,35,2.7142857142857144,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,36,2.4285714285714284,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-15,2019-04-10,-1.0,Ongoing,500.0,0.0,Work,Unanticipated,2.0,3.0
9251084965720942673,2018,36,2.4285714285714284,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9251084965720942673,2018,37,3.1666666666666665,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-09-10,2019-04-10,-1.0,Ended,500.0,0.0,Personal,Unanticipated,2.0,2.0
9251084965720942673,2018,37,3.1666666666666665,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-09-10,2019-04-10,-1.0,Ended,500.0,0.0,Health,Unanticipated,2.0,3.0
9251084965720942673,2018,37,3.1666666666666665,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-15,2019-04-10,-1.0,Ongoing,500.0,0.0,Work,Unanticipated,2.0,3.0
9251084965720942673,2018,37,3.1666666666666665,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate,,,,,,,,,,2018-08-01,2019-02-15,-1.0,Ended,554.0,0.0,Work,Unanticipated,3.0,3.0
9252537403715547191,2018,21,1.6666666666666667,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,22,2.142857142857143,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,23,2.3333333333333335,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,Ongoing,2018-06-10,0.0,804.0,Personal,Anticipated,1.0,2.0,0.9504950495049505,,,,,,,,,,
9252537403715547191,2018,24,1.6666666666666667,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,25,1.4,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,26,2.142857142857143,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,Ongoing,2018-07-01,1.0,783.0,Personal,Anticipated,2.0,2.0,0.801980198019802,,,,,,,,,,
9252537403715547191,2018,27,1.0,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,Ongoing,2018-07-04,1.0,780.0,Personal,Anticipated,2.0,2.0,0.801980198019802,,,,,,,,,,
9252537403715547191,2018,28,1.4,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,29,2.142857142857143,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,30,2.0,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,,,,,,,,,,,,,,,,,,,
9252537403715547191,2018,31,1.8333333333333333,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral,Ongoing,2018-08-03,0.0,750.0,Local,Unanticipated,1.0,1.0,,,,,,,,,,,
9253998317006874717,2018,24,2.3333333333333335,31.0,Female,36.0,15.0,3.416666667,4.416666667,3.5,4.166666667,1.833333333,27.0,13.0,32.0,5.0,College,,,,,,,,,,2018-03-01,2019-04-10,-1.0,Ended,500.0,0.14285714285714285,Work,Unanticipated,3.0,3.0
