,snapshot_id,Text,stress,sleep,anxiety,stress_imputed,sleep_imputed,anxiety_imputed
0,12840161237957324034,"Next stop....Seoul, South Korea!",2.2857142857142856,7.6,2.2857142857142856,False,False,False
1,12840161237957324034,"Dinner on the airplane, Bibimbap! Oh and by the way....we arrived to Seoul!",2.2857142857142856,7.6,2.2857142857142856,False,False,False
2,11156103277197680506,¡Hola Barcelona! We are in you 😂,2.0,8.75,1.0,True,True,True
3,11156103277197680506,A good friend will help you find gluten free restaurants in a foreign county. A great friend will eat there with you!. CELICIOSO Gluten Free Bakery: breakfast and lunch. Loliam Dulce & Sano Natural: dinner,2.0,8.75,1.0,True,True,True
4,11156103277197680506,The Sagrada Família is like being inside a rainbow. It''s mind blowing! Phenomenal 🤯🌈❤. I also need a chiropractor after starring up for several hours straight.,2.0,8.75,1.0,True,True,True
5,11156103277197680506,Hiked up to the Carmel Bunkers today. No actual bunkers just antiaircraft warfare and its facilities...and a toaster in a tree.,2.0,8.75,1.0,True,True,True
6,11156103277197680506,We have arrived!,2.0,8.75,1.0,True,True,True
7,11329586216091316598,Family beach vacation has begun!!  Day one was so much fun.  Settling down for Cards Against Humanity.  #family,1.0,8.625,1.0,True,True,True
8,11329586216091316598,Family Beach Vacation day two!!!  #family,1.0,8.625,1.0,True,True,True
9,13543308681200334026,"🛫 to sea, sand and scuba",2.2857142857142856,8.5,1.4285714285714286,False,False,False
10,13543308681200334026,One more 4 day trip before vacation,2.2857142857142856,8.5,1.4285714285714286,False,False,False
11,13543308681200334026,2 days hosting my All Hands Meeting. Setting the stage for a great FY 19,2.2857142857142856,8.5,1.4285714285714286,False,False,False
12,12676581714475000627,Off to Dublin!! #fernweh #wanderlust #selfdiscovery #dublin,2.0,8.0,2.0,False,False,False
13,12676581714475000627,"My day started off so so happy! My wonderful colleagues (#yolocrew)!, had some wonderful surprises left for me at my desk. Although my b-day isn’t until the 30th, they wanted to celebrate early since I’ll be in London! Thank you, dearies!  @ University of Notre Dame",2.0,8.0,2.0,False,False,False
14,12676581714475000627,Definitely couldn’t sleep. It might’ve been the excitement...or the turbulence on that plane. But...I MADE IT TO DUBLIN!!! Time to see the beauty and magic of this beautiful country.,2.0,8.0,2.0,False,False,False
15,12676581714475000627,We had a chance to see the beautiful and talented Chloë Agnew at ND!! She. Was. Incredible!! #yolo #yolocrew #postyogasweatlife,2.0,8.0,2.0,False,False,False
16,12676581714475000627,Climbed a mountain today with Kim. That was pretty freaking awesome!,2.0,8.0,2.0,False,False,False
17,12204601337084291188,We made it to London! Here we are at Buckingham Palace.,2.0,8.0,2.0,True,True,True
18,12204601337084291188,This is the Prime Meridian in Greenwich. I have one foot in the Western Hemisphere and one in the Eastern Henisphere! #nerd,2.0,8.0,2.0,True,True,True
19,12204601337084291188,#museedorsay,2.0,8.0,2.0,True,True,True
20,12204601337084291188,#eyelovelondon London Eye today - kind of fun!,2.0,8.0,2.0,True,True,True
21,12204601337084291188,We made it to #Paris!,2.0,8.0,2.0,True,True,True
22,12204601337084291188,"Yep, definitely paid the tourist trap 25€ to go to the top. It was pretty amazing!",2.0,8.0,2.0,True,True,True
23,12204601337084291188,Me and Mona. #Louvre,2.0,8.0,2.0,True,True,True
24,12204601337084291188,I have a sunburn. But it’s a French sunburn so it’s much more stylish than an American sunburn. #Versailles,2.0,8.0,2.0,True,True,True
25,12204601337084291188,Supposed to be 83 in Paris tomorrow. I did not bring summer clothes. Need someone to beam me up some shorts.,2.0,8.0,2.0,True,True,True
26,12204601337084291188,"Three countries in one day today! Spain, then thermal baths in France, then a little snow in the mountains of Andorra, and then back to Spain for a little Navidad spirit in the Plaça near my hotel.",2.0,8.0,2.0,True,True,True
27,12204601337084291188,#parkguell #gaudi,2.0,8.0,2.0,True,True,True
28,12204601337084291188,#Bermeo #BasqueCountry,2.0,8.0,2.0,True,True,True
29,12204601337084291188,This is called San Juan de Gaztelugatxe. I’m told it was in Game of Thrones. I don’t know Game of Thrones. I do know it was a LOT of stairs and uphill walking. #Bermeo #basquecountry,2.0,8.0,2.0,True,True,True
30,12204601337084291188,#bilbao Guggenheim Bilbao. Totally amazing how a museum transformed an entire city.,2.0,8.0,2.0,True,True,True
31,12204601337084291188,"I’ve been loving my little side trip to Basque Country. What I’ve learned... this lady at the airport was Portuguese and spoke only a little Spanish. I’m American and speak only a tiny bit of Spanish. But when I helped her log onto to the free airport WiFi, I knew for certain I could do ANYTHING.",2.0,8.0,2.0,True,True,True
32,12204601337084291188,Went to a sleepy beach/surfing town called Mundaka today. It’s too bad Spain is so ugly...,2.0,8.0,2.0,True,True,True
33,12204601337084291188,"Also. Andorra is the weirdest place I’ve ever been in my life. It’s about 180 square miles, and we went from its northern border to southern. The entire country is ski resorts and chain store shopping. Oh, and 2 McDonalds and a Hard Rock. There was nothing else. It’s just a giant duty-free store. And the Catalan word for pregnant seems to be “embarrassed,” which is hilarious. And also, the grocery store sells 4.5-liter bottles of Absolut for 42€. For reference, that Grey Goose bottle was the size of a toddler. #verytravel",2.0,8.0,2.0,True,True,True
34,12204601337084291188,Went to a sleepy beach/surf town called Mundaka today. It’s too bad Spain is so ugly...,2.0,8.0,2.0,True,True,True
35,12204601337084291188,COOLEST THING I’VE EVER DONE IN MY LIFE.,2.0,8.0,2.0,True,True,True
36,11721312032604800980,I have been in New Orleans for approximately 90 minutes and have already gained 5 pounds.,2.6666666666666665,7.1875,2.0,False,False,False
37,11875184528195086946,Made it to Colorado for some time with this lovely!,3.0,8.0,2.0,True,True,True
38,11875184528195086946,"We’re in New York City! Get ready, Broadway! 🎭🎭🎭",3.0,8.0,2.0,True,True,True
39,11875184528195086946,"Times Square, Metropolitan Museum of Art, Anastasia on Broadway, M&M Store. NYC is treating us well!",3.0,8.0,2.0,True,True,True
40,10628342999142943455,We made it to Paris! First passport stamp for these ladies and first in my  new book. Let the fun commence! #jetaimeparis,2.0,8.0,2.0,True,True,True
41,10628342999142943455,"Made the most of our first night in Paris with a delicious dinner and gorgeous night time views #jetaimeparis  @ Paris, France",2.0,8.0,2.0,True,True,True
42,10628342999142943455,"Taking advantage of good weather and enjoying sights around the city...and food😋 #jetaimeparis  @ Paris, France",2.0,8.0,2.0,True,True,True
43,10628342999142943455,"Full day today as we visited Notre Dame and climbed to the top of the bell tower, viewed the amazing stained glass at Sainte-Chapelle, took a boat ride on the Seine, wandered the streets and riverside, and made a day time visit to the Eiffel Tower. Over 14 miles of walking and over 300 steps #sotired #jetaimeparis",2.0,8.0,2.0,True,True,True
44,10628342999142943455,"Sometimes, you’re in Paris and a magical fairy princess comes out of a beautiful store of delectables and tells you she is giving you free ice cream...and there is coffee flavored #jetaimeparis",2.0,8.0,2.0,True,True,True
45,10628342999142943455,Had the joy and privilege of seeing my niece Sydney dance as Aurora in the ballet Sleeping Beauty today...also got to spend time with some people dear to my heart.,2.0,8.0,2.0,True,True,True
46,10628342999142943455,We made it to Peru! Flew into Lima yesterday and then made our way to Cusco today! This altitude is no joke #needmoreoxygen #Fatherdaughteradventures,2.0,8.0,2.0,True,True,True
47,10058591480503807731,"Up, up, and away.  . ORD —> LHR",2.5714285714285716,7.0,1.8571428571428572,False,False,False
48,10058591480503807731,"Dinner and then theatre.  It’s a beautiful, sunny day in London.",2.5714285714285716,7.0,1.8571428571428572,False,False,False
49,10958499575344033308,Those are some big waves! 🌊❄  Now off to Illinois for our Annual Christmas Shopping Trip! ❤,3.0,9.0,3.0,True,True,True
50,10958499575344033308,We're back home and I want to say thank you to my mom for everything this weekend! Tyler and I love you very much! ❤❤,3.0,9.0,3.0,True,True,True
51,9999675168960522942,"Day 1 of San Diego vacation. Safari Park, Cabrillo National Monument, and Liberty Public Market.",2.0,8.0,2.0,True,True,True
52,9999675168960522942,"Day 3 in San Diego. Segway Tour of Balboa Park, visit to the Museum of Man with a Post Secret exhibit, climb to the top of the California tower, a visit to the Spanish Art Village, a visit to the Botanical Gardens, and topping things off with a 32 flight ice cream sampling from Hammonds.",2.0,8.0,2.0,True,True,True
53,9999675168960522942,"Day 4 in San Diego - Visited La Jolla. Found the secret swings in the hills (after some serious Instagram research), visited Sunny Jim's Sea Cave, went to the Children's Beach and observed some very lazy seals, walked through the Village of La Jolla.",2.0,8.0,2.0,True,True,True
54,10292474067220799953,The kid travels like a pro. 4 hr delay and not a peep.. just excited to go to his birth city! H-Town on our way!,1.0,7.75,1.0,False,False,False
55,10292474067220799953,"Milo reconnected with his first love, we had some cousin love, sister love and late night shenanigans. Great trip! Thanks H- Town! ♥️ @ Missouri City, Texas",1.0,7.75,1.0,False,False,False
56,10292474067220799953,"Ready for flight #1 out of 3. Hoping the good spirits are still with us after a 20hr trip! Chill the rosé and the beer, and have some pistolets in the house you Belgians, because The Rockowitz’s are coming! ♥️🇧🇪",2.0,7.0,1.3333333333333333,False,False,False
57,10292474067220799953,Two hour delay on a 90 degrees plane from Dallas to London made us miss our flight to Belgium. Stuck at the London airport for 8 hrs. Everybody seems to be worried how Milo is doing... he is dining with a view of planes and his iPad aka 5 yr old heaven! (His parents are doing ok as well hence the 2 wine glasses on the right side of the picture) 🤙🏽,2.0,7.0,1.3333333333333333,False,False,False
58,10292474067220799953,Dallas âï¸ðð½ next stop London,2.0,7.0,1.3333333333333333,False,False,False
59,10841165021793066595,First thing to do in Paris?  Take a nap!,2.0,7.5,2.0,True,True,True
60,10841165021793066595,Walking to the Eiffel Tower but learned that our tour is tomorrow.  So we are exploring.,2.0,7.5,2.0,True,True,True
61,10841165021793066595,34 flights of stairs today!  We made it to the roof of the Arc de Triomphe and then to the 2nd floor of the Eiffel Tower.  We are back to our room and I am going for a long soak in the tub.,2.0,7.5,2.0,True,True,True
62,10841165021793066595,Our last night in Paris!  First taste of escargot for us both.  I loved it!  Can’t say the same for Madelyn!,2.0,7.5,2.0,True,True,True
63,10841165021793066595,Back at the hotel and ready to pack.,2.0,7.5,2.0,True,True,True
64,12204601337084291188,Oui oui! Erin Graham Roberts Philip Matt,2.0,8.0,2.0,True,True,True
65,12204601337084291188,"Gardening Friends:. I started tomatoes from seed this year; everything is going really well and the seedlings are really healthy. I got home from vacation and one of the plants (an early pick variety) has grown a TON and has 2 blossoms. It is over a foot tall at this point. . Question: should I get this in the ground now? I know it’s really early for tomatoes but I’m wondering if this one needs room to grow ASAP.  As an alternative, maybe I put this one in a pot so I can control it a little better?",2.0,8.0,2.0,True,True,True
66,11156103277197680506,Ciao Charlotte. Buenos Dias Madrid! It's fantastic to be back again.,2.0,8.5,1.75,False,False,False
67,11156103277197680506,Stitches are out. Hoping the next week of healing does the trick so I can get in the air for 7th Rope Meeting in Barcelona! Duck tape and super glue if all else fails. Purple incision marker makes it look worse than it feels.,2.0,8.5,1.75,False,False,False
68,12676581714475000627,Goodbye Leixlip. You are such a beautiful little village. #fernweh #wanderlust #ireland,1.0,8.0,1.0,True,True,True
69,12676581714475000627,Trafalgar Square. First stop in London.,1.0,8.0,1.0,True,True,True
70,12676581714475000627,"London. What can I say? I want to live here and keep soaking in this beautiful country.  @ London, United Kingdom",1.0,8.0,1.0,True,True,True
